"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1844394642487623720","Thu Oct 10 18:09:27 +0000 2024","0","FT: Bahrain 2-2 INDONESIA 🇮🇩 It's ok guys agak sus ini wasitnya Hampir aja menang kita. #TimnasDay","1844440120667312232","","ziikkrr","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/ziikkrr/status/1844440120667312232","1755062374464372736","ziikkrr"
"1844042066172772556","Wed Oct 09 15:58:22 +0000 2024","0","Goooaaalllllllllllll... Debut yang sangat Manis dari eliano reijnder. Menit '90+6 berhasil menambah keunggulan Indonesia dengan melewati 3 pemain bertahan Bahrain sebelum melepaskan tendangan akurat. Bammmmm Bahrain 2-4 Indonesia","1844044745385070681","","nottinghamid","in","Indonesia","0","1","0","https://x.com/nottinghamid/status/1844044745385070681","1792207496226230272","nottinghamid"
"1844042066172772556","Wed Oct 09 15:51:13 +0000 2024","0","Oh tidak saudara2. Tekel terlambat dari Jordi amat berbuah pinalti until Bahrain di menit 80. Dannnn goal berhasil di cetak Al jabar. Bahrain 1-3 Indonesia","1844042944573255864","","nottinghamid","in","Indonesia","0","1","0","https://x.com/nottinghamid/status/1844042944573255864","1792207496226230272","nottinghamid"
"1844423274752790602","Thu Oct 10 17:02:31 +0000 2024","1","HALF TIME Indonesia 1 - 1 Bahrain #TimnasIndonesia #TimnasDay Nonton Live di Sini https://t.co/v5MBTaGa2k .","1844423274752790602","","","in","Indonesia","0","0","0","https://x.com/Awotism/status/1844423274752790602","934632882","Awotism"
"1843925508838588872","Wed Oct 09 08:04:34 +0000 2024","3","Antusiasme Netizen Jelang Laga Bahrain vs Timnas Indonesia: Skuadnya Sudah OK Banget Jadi Gak Sabar Nih Semoga Menang! https://t.co/nNtAVTssju","1843925508838588872","","","in","","0","0","0","https://x.com/Bolanet/status/1843925508838588872","85537477","Bolanet"
"1843869498279071750","Wed Oct 09 06:16:28 +0000 2024","9","@TimnasIndonesia Witan Rayakan Ultah Jelang Timnas Indonesia Vs Bahrain Kena Usil Shin Tae-yong https://t.co/OS6nNDftpN","1843898302896713779","","TimnasIndonesia","in","iNews Tower","0","0","2","https://x.com/officialinews_/status/1843898302896713779","132078023","officialinews_"
"1844232892119208400","Thu Oct 10 04:26:00 +0000 2024","2","Timnas Indonesia penuh percaya diri untuk bisa meraih poin di markas Bahrain. Hal itu diungkapkan oleh pelatih Shin Tae-yong. Seperti apa? https://t.co/MfOAWOOcYZ","1844232892119208400","","","in","","0","0","0","https://x.com/detikcom/status/1844232892119208400","69183155","detikcom"
"1843591809949401360","Tue Oct 08 09:58:34 +0000 2024","2","Head-to-Head Timnas Indonesia vs Bahrain Menjelang Kualifikasi Piala Dunia 2026 https://t.co/kgdyqRQOYA","1843591809949401360","","","in","Indonesia","0","0","0","https://x.com/tempodotco/status/1843591809949401360","18129942","tempodotco"
"1844192139368116486","Thu Oct 10 02:17:02 +0000 2024","3","@TimnasIndonesia @BahrainFA kick off nya jam 23:00 curiga hasilnya Bahrain 2 - 3 Indonesia ","1844200438532624406","","TimnasIndonesia","in","","0","0","0","https://x.com/Rnshrnd/status/1844200438532624406","1555712605163245568","Rnshrnd"
"1844310437061661064","Thu Oct 10 09:34:08 +0000 2024","0","Timnas Indonesia Vs Bahrain Terbayang Memori Kekalahan Telak 0-10 https://t.co/81Md8QL1IW","1844310437061661064","","","in","Jakarta","0","0","1","https://x.com/kompascom/status/1844310437061661064","23343960","kompascom"
"1844044423199645778","Wed Oct 09 15:57:05 +0000 2024","0","TV Malaysia Tegaskan Siarkan Laga Timnas Indonesia vs Bahrain Skuad Garuda Langsung Mode Real Madrid karena Pakai Jersey Putih? https://t.co/g91Dsk8KuG","1844044423199645778","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1844044423199645778","47274731","okezonenews"
"1841531909547163710","Wed Oct 02 17:33:15 +0000 2024","0","Jelang Timnas Indonesia vs Bahrain: Maarten Paes Gabung Skuad Garuda Awal Pekan Depan https://t.co/s0gNxY1rCy","1841531909547163710","","","in","Jakarta","0","1","0","https://x.com/okezonenews/status/1841531909547163710","47274731","okezonenews"
"1843320902047646133","Mon Oct 07 16:02:04 +0000 2024","0","Timnas Indonesia vs Bahrain: Suasana Pasukan Shin Tae-yong Penuh Ceria Siap Rebut 3 Poin! https://t.co/pFDNELzPUH","1843320902047646133","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1843320902047646133","47274731","okezonenews"
"1843273341005857162","Mon Oct 07 12:53:05 +0000 2024","1","Ini Pesan Jay Idzes kepada Fans Garuda Jelang Laga Timnas Indonesia vs Bahrain https://t.co/vxHQifgWGO","1843273341005857162","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1843273341005857162","47274731","okezonenews"
"1843547308664991855","Tue Oct 08 07:01:44 +0000 2024","0","Prediksi Pelatih Jepang soal Timnas Indonesia vs Bahrain di Kualifikasi Piala Dunia 2026 Kaget Hajime Moriyasu Bilang Skuad Garuda...: Begini prediksi mengejutkan pelatih Jepang soal Timnas Indonesia vs Bahrain di Kualifikasi Piala Dunia 2026 Hajime https://t.co/SmELsuW447 https://t.co/MbIBBg0f1H","1843547308664991855","https://pbs.twimg.com/media/GZWYghyasAQdH5-.jpg","","in","Pulo Gadung, Indonesia","0","0","0","https://x.com/tvOneNews/status/1843547308664991855","55507370","tvOneNews"
"1841226097025040653","Tue Oct 01 21:18:04 +0000 2024","1","Sandy Walsh dan Shayne Pattynama Dipastikan Tak Cedera Dipanggil untuk Laga Timnas Indonesia vs Bahrain dan China? https://t.co/mhXKMsuStX","1841226097025040653","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1841226097025040653","47274731","okezonenews"
"1843341282929979762","Mon Oct 07 17:23:04 +0000 2024","1","Jadwal dan Link Live Streaming Timnas Indonesia vs Bahrain di Kualifikasi Piala Dunia 2026 Zona Asia https://t.co/f0TgswPQLF","1843341282929979762","","","in","Jakarta","0","0","1","https://x.com/okezonenews/status/1843341282929979762","47274731","okezonenews"
"1844255609975402533","Thu Oct 10 05:56:16 +0000 2024","4","Malam ini ! Kamis 10 Oktober 2024 KickOff 23.00 WIB WORLD CUP QUALIFIERS Bahrain 🇧🇭 vs 🇮🇩 Timnas Indonesia JANGAN LUPA SAKSIKAN DI CHANNEL RAKUDA ! TIM NASIONAL Join untuk Link dan Info https://t.co/rlTAyIHEr1 #TimnasIndonesia #TimnasDay #KitaGaruda #indonesia #bahrain https://t.co/AqQTCTotGQ","1844255609975402533","https://pbs.twimg.com/media/GZgctDkaQAAKfyJ.jpg","","in","","0","0","0","https://x.com/RakudaChannel/status/1844255609975402533","1322929537554894854","RakudaChannel"
"1844058017987428533","Wed Oct 09 16:51:07 +0000 2024","0","Prediksi Timnas Indonesia vs Bahrain dan China di Kualifikasi Piala Dunia 2026 Versi Sergio van Dijk: Rebut 3 Poin di 2 Laga! https://t.co/D4VJ0fn2K1","1844058017987428533","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1844058017987428533","47274731","okezonenews"
"1843541389587722360","Tue Oct 08 06:38:13 +0000 2024","2","Head to Head Timnas Indonesia vs Bahrain Garuda Menang Berapa Kali? Ini Datanya https://t.co/S561WJw6yl","1843541389587722360","","","in","Indonesia","0","0","0","https://x.com/KompasTV/status/1843541389587722360","71436318","KompasTV"
"1842422362253513046","Sat Oct 05 04:31:36 +0000 2024","1","Timnas Indonesia Vs Bahrain: Semangat Dimas Drajad Usai Periode Sibuk https://t.co/y2b9upPn9x https://t.co/c6o2si5EFV","1842422362253513046","https://pbs.twimg.com/media/GZGZYC9acAEECXD.jpg","","in","Jakarta","0","0","0","https://x.com/kompascom/status/1842422362253513046","23343960","kompascom"
"1838020886919868903","Mon Sep 23 01:01:42 +0000 2024","2","Mees Hilgers dan Eliano Reijnders Geser Posisi 2 Anak Kesayangan Shin Tae-yong? Ini Prediksi Line Up Timnas Indonesia Vs Bahrain: Prediksi line up Timnas Indonesia vs Bahrain menarik untuk dibahas setelah Mees Hilgers dan Eliano Reijnders akan segera https://t.co/Rhx0mPpNFi https://t.co/TEbbFZnwJn","1838020886919868903","https://pbs.twimg.com/media/GYH2QbvaQAA-mQa.jpg","","in","Pulo Gadung, Indonesia","0","0","0","https://x.com/tvOneNews/status/1838020886919868903","55507370","tvOneNews"
"1843936731416113590","Wed Oct 09 08:49:10 +0000 2024","4","Timnas Indonesia bertamu ke markas Bahrain dalam lanjutan kualifikasi Piala Dunia 2026. Berikut ini jadwal pertandingan Indonesia vs Bahrain. https://t.co/bIWUTIWFtQ","1843936731416113590","","","in","","0","1","0","https://x.com/detikcom/status/1843936731416113590","69183155","detikcom"
"1841853769279275326","Thu Oct 03 14:52:13 +0000 2024","1801","Update Kondisi Paes: Saya sudah menghubungi Maarten Paes. Katanya lihat dalam beberapa hari ke depan Kondisinya cedera ringan. Lagi recovery. Semoga aman Ketua BTN Sumardji https://t.co/POS7c7ruOJ","1841853769279275326","","","in","DKI Jakarta, Indonesia","18","54","100","https://x.com/UpdateBolabola/status/1841853769279275326","1089010123","UpdateBolabola"
"1841341604248105210","Wed Oct 02 04:57:03 +0000 2024","1","Prediksi Line Up Timnas Indonesia vs Bahrain di Kualifikasi Piala Dunia 2026 Setelah Shin Tae-yong Umumkan 27 Pemain: Jordi Amat Jadi Gelandang! https://t.co/5hbM9KaCxi","1841341604248105210","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1841341604248105210","47274731","okezonenews"
"1835150546380198068","Sun Sep 15 02:56:00 +0000 2024","4","Head to Head Timnas Indonesia vs Bahrain: Sempat Dibantai 0-10 https://t.co/6qDNYbrSs8","1835150546380198068","","","in","","0","2","1","https://x.com/CNNIndonesia/status/1835150546380198068","17128975","CNNIndonesia"
"1843927028946579784","Wed Oct 09 08:10:36 +0000 2024","1","Pemain Termahal Timnas Indonesia Vs Bahrain Top Mana? https://t.co/xJtmDkXlNO #Bisnis","1843927028946579784","","","in","Jakarta","0","0","0","https://x.com/liputan6dotcom/status/1843927028946579784","47596019","liputan6dotcom"
"1844091103777304978","Wed Oct 09 19:02:35 +0000 2024","5","Timnas Indonesia vs Bahrain Begini Prediksi Kapten Persib https://t.co/sHGi61Jsku","1844091103777304978","","","in","Jakarta","0","0","2","https://x.com/VIVAbola/status/1844091103777304978","95141299","VIVAbola"
"1842974387018006820","Sun Oct 06 17:05:09 +0000 2024","0","Laga Timnas Indonesia vs Bahrain Dipimpin Wasit Kontroversi Pasukan Shin Tae-yong Tak Panik https://t.co/pd2tZsw0mR","1842974387018006820","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1842974387018006820","47274731","okezonenews"
"1841708785976643772","Thu Oct 03 05:16:06 +0000 2024","1","Maarten Paes Alami Cedera Pergelangan Tangan Menjelang Laga Timnas Indonesia vs Bahrain https://t.co/skptSbs9xw #TempoBola","1841708785976643772","","","in","Indonesia","0","0","0","https://x.com/tempodotco/status/1841708785976643772","18129942","tempodotco"
"1844171471486329196","Thu Oct 10 00:21:56 +0000 2024","53","Timnas Day Indonesia vs Bahrain Giveaway tebak skor untuk kalian semua TOTAL HADIAH SATU JUTA RUPIAH untuk 10 pemenang. Syarat Follow retweet quote dan komentar sebanyak mungkin. Support $ZAAR And $ZAAR @ordzaar SMA 70 Nikmir Paula https://t.co/TjL6QsxiAH","1844171471486329196","https://pbs.twimg.com/media/GZfQLFiaAAQhr10.jpg","","in","mars","5","14","32","https://x.com/gramaxson21/status/1844171471486329196","1366529064698220546","gramaxson21"
